"country","gender","age","employed","unemployed","economically_active_population","not_economically_active_population","attending_school","not_attending_school","literate","illiterate","population","population_<15","population_>60","population_15_59"
"French Polynesia","Male","15-59","55071","6990","62061","25088","0","0","0","0","87149",NULL,NULL,"87149"
"French Polynesia","Male",">60","1603","16","1619","9680","0","0","0","0","11299",NULL,"11299",NULL
"Georgia","Female","15-59","549211","160888","710099","416100","0","0","0","0","1126199",NULL,NULL,"1126199"
"Georgia","Female",">60","170588","8231","178819","248596","0","0","0","0","427415",NULL,"427415",NULL
"Georgia","Male","15-59","704362","131959","836321","242274","0","0","0","0","1078595",NULL,NULL,"1078595"
"Georgia","Male",">60","190164","9370","199534","85671","0","0","0","0","285205",NULL,"285205",NULL
"Germany","Female","15-59","32983530","2310590","35294120","12848000","0","0","0","0","48142120",NULL,NULL,"48142120"
"Germany","Female","<15","0","0","0","11369660","0","0","0","0","11369660","11369660",NULL,NULL
"Germany","Female",">60","2069430","95980","2165410","21052330","0","0","0","0","23217740",NULL,"23217740",NULL
"Germany","Male","15-59","38679910","2712290","41392200","7311690","0","0","0","0","48703890",NULL,NULL,"48703890"
"Germany","Male","<15","0","0","0","11867990","0","0","0","0","11867990","11867990",NULL,NULL
"Germany","Male",">60","3098530","178520","3277050","14540700","0","0","0","0","17817750",NULL,"17817750",NULL
"Ghana","Female","15-59","8111977","698723","8810700","3232989","1042309","1057068","4959932","2104214","12043689",NULL,NULL,"12043689"
"Ghana","Female","<15","287478","74038","361516","1561929","2659105","21040","0","0","1923445","1923445",NULL,NULL
"Ghana","Female",">60","807564","62035","869599","738643","0","0","194805","413439","1608242",NULL,"1608242",NULL
"Ghana","Male","15-59","7877639","604054","8481693","2779607","1249670","880786","5262242","1238656","11261300",NULL,NULL,"11261300"
"Ghana","Male","<15","310427","75261","385688","1581831","2739444","16862","0","0","1967519","1967519",NULL,NULL
"Ghana","Male",">60","879155","70250","949405","451025","0","0","310553","202253","1400430",NULL,"1400430",NULL
"Greece","Female","15-59","2904662","585538","3490200","3118736","0","0","0","0","6608936",NULL,NULL,"6608936"
"Greece","Female","<15","0","0","0","1569966","0","0","0","0","1569966","1569966",NULL,NULL
"Greece","Female",">60","113983","10515","124498","2730334","0","0","0","0","2854832",NULL,"2854832",NULL
"Greece","Male","15-59","4520833","755159","5275992","1433360","0","0","0","0","6709352",NULL,NULL,"6709352"
"Greece","Male","<15","0","0","0","1660201","0","0","0","0","1660201","1660201",NULL,NULL
"Greece","Male",">60","290104","15971","306075","2041021","0","0","0","0","2347096",NULL,"2347096",NULL
"Guadeloupe","Female","15-59","60638.664349244806","30328.776232357766","90967.44058160255","33805.97635893537","0","0","0","0","124773.41694053794",NULL,NULL,"124773.41694053794"
"Guadeloupe","Female","<15","24.9298303672832","10.1022254371008","35.032055804384","38909.98197642","0","0","0","0","38945.01403222438","38945.01403222438",NULL,NULL
"Guadeloupe","Female",">60","5606.318330772567","740.2645377125333","6346.5828684851","43990.67012241429","0","0","0","0","50337.25299089939",NULL,"50337.25299089939",NULL
"Guadeloupe","Male","15-59","56417.29407272852","21337.80968049212","77755.10375322064","27137.384735836546","0","0","0","0","104892.48848905718",NULL,NULL,"104892.48848905718"
"Guadeloupe","Male","<15","49.6802283222702","2.51165462074996","52.19188294302016","40365.6740860996","0","0","0","0","40417.86596904262","40417.86596904262",NULL,NULL
"Guadeloupe","Male",">60","5890.30960558227","783.1299221689756","6673.439527751245","32129.90661258561","0","0","0","0","38803.34614033686",NULL,"38803.34614033686",NULL
"Guernsey","Female","15-59","26073","293","26366","10391","0","0","0","0","36757",NULL,NULL,"36757"
"Guernsey","Female","<15","0","0","0","9597","0","0","0","0","9597","9597",NULL,NULL
"Guernsey","Female",">60","2123","11","2134","13380","0","0","0","0","15514",NULL,"15514",NULL
"Guernsey","Male","15-59","30409","567","30976","5353","0","0","0","0","36329",NULL,NULL,"36329"
"Guernsey","Male","<15","0","0","0","10139","0","0","0","0","10139","10139",NULL,NULL
"Guernsey","Male",">60","3199","56","3255","9376","0","0","0","0","12631",NULL,"12631",NULL
"Hungary","Female","15-59","3433016","419209","3852225","2485632","0","0","0","0","6337857",NULL,NULL,"6337857"
"Hungary","Female","<15","0","0","0","1531968","0","0","0","0","1531968","1531968",NULL,NULL
"Hungary","Female",">60","95469","5240","100709","2596280","0","0","0","0","2696989",NULL,"2696989",NULL
"Hungary","Male","15-59","3971579","553115","4524694","1718127","0","0","0","0","6242821",NULL,NULL,"6242821"
"Hungary","Male","<15","0","0","0","1610627","0","0","0","0","1610627","1610627",NULL,NULL
"Hungary","Male",">60","132928","7143","140071","1575610","0","0","0","0","1715681",NULL,"1715681",NULL
"Indonesia","Female","15-59","105094216","14003133","119097349","93273615","6583695","13505810","69911115","4783061","212370964",NULL,NULL,"212370964"
"Indonesia","Female","<15","0","0","0","0","18368516","3842106","0","0","0","0",NULL,NULL
"Indonesia","Female",">60","4964834","117829","5082663","7391506","0","0","4458157","3062586","12474169",NULL,"12474169",NULL
"Indonesia","Male","15-59","169497023","12236496","181733519","31767685","6851896","13404458","72810633","2764283","213501204",NULL,NULL,"213501204"
"Indonesia","Male","<15","0","0","0","0","19237415","4317655","0","0","0","0",NULL,NULL
"Indonesia","Male",">60","8027602","71183","8098785","2782530","0","0","5300795","1375034","10881315",NULL,"10881315",NULL
"Iran (Islamic Republic of)","Female","15-59","6806761","1908745","8715506","55765782","0","0","0","0","64481288",NULL,NULL,"64481288"
"Iran (Islamic Republic of)","Female",">60","101773","3071","104844","2227757","0","0","0","0","2332601",NULL,"2332601",NULL
"Iran (Islamic Republic of)","Male","15-59","44438177","5711307","50149484","15412495","0","0","0","0","65561979",NULL,NULL,"65561979"
"Iran (Islamic Republic of)","Male",">60","1327687","73269","1400956","946704","0","0","0","0","2347660",NULL,"2347660",NULL
"Iraq","Female","15-59","381044","9634","390678","4495506","0","0","0","0","4886184",NULL,NULL,"4886184"
"Iraq","Female",">60","3901","56","3957","124193","0","0","0","0","128150",NULL,"128150",NULL
"Iraq","Male","15-59","3253029","578574","3831603","975741","0","0","0","0","4807344",NULL,NULL,"4807344"
"Iraq","Male",">60","55645","6338","61983","48307","0","0","0","0","110290",NULL,"110290",NULL
"Ireland","Female","15-59","2733259","338225","3071484","2057060","0","0","0","0","5128544",NULL,NULL,"5128544"
"Ireland","Female","<15","0","0","0","1303190","0","0","0","0","1303190","1303190",NULL,NULL
"Ireland","Female",">60","125291","13267","138558","1242860","0","0","0","0","1381418",NULL,"1381418",NULL
"Ireland","Male","15-59","3546247","606448","4152695","1013347","0","0","0","0","5166042",NULL,NULL,"5166042"
"Ireland","Male","<15","0","0","0","1368277","0","0","0","0","1368277","1368277",NULL,NULL
"Ireland","Male",">60","281428","32433","313861","850634","0","0","0","0","1164495",NULL,"1164495",NULL
"Isle of Man","Female","15-59","48367","1026","49393","16380","0","0","0","0","65773",NULL,NULL,"65773"
"Isle of Man","Female","<15","0","0","0","12773","0","0","0","0","12773","12773",NULL,NULL
"Isle of Man","Female",">60","3312","35","3347","27351","0","0","0","0","30698",NULL,"30698",NULL
"Isle of Man","Male","15-59","55387","1666","57053","8385","0","0","0","0","65438",NULL,NULL,"65438"
"Isle of Man","Male","<15","0","0","0","13463","0","0","0","0","13463","13463",NULL,NULL
"Isle of Man","Male",">60","5961","123","6084","18979","0","0","0","0","25063",NULL,"25063",NULL
"Israel","Female","15-59","2036735","185810","2222545","1537980","0","0","0","0","3760525",NULL,NULL,"3760525"
"Israel","Female",">60","122850","5115","127965","546685","0","0","0","0","674650",NULL,"674650",NULL
"Israel","Male","15-59","2370715","153725","2524440","1132535","0","0","0","0","3656975",NULL,NULL,"3656975"
"Israel","Male",">60","215135","9270","224405","325360","0","0","0","0","549765",NULL,"549765",NULL
"Italy","Female","15-59","17111890","2899144","20011034","14968615","0","0","0","0","34979649",NULL,NULL,"34979649"
"Italy","Female","<15","0","0","0","4041010","0","0","0","0","4041010","4041010",NULL,NULL
"Italy","Female",">60","661166","30180","691346","16442163","0","0","0","0","17133509",NULL,"17133509",NULL
"Italy","Male","15-59","24507499","2693234","27200733","7583953","0","0","0","0","34784686",NULL,NULL,"34784686"
"Italy","Male","<15","0","0","0","4285033","0","0","0","0","4285033","4285033",NULL,NULL
"Italy","Male",">60","1731017","93427","1824444","11277972","0","0","0","0","13102416",NULL,"13102416",NULL
"Jamaica","Female","15-59","745029","132331","877360","701168","0","0","0","0","1578528",NULL,NULL,"1578528"
"Jamaica","Female",">60","48089","2466","50555","238947","0","0","0","0","289502",NULL,"289502",NULL
"Jamaica","Male","15-59","980473","182099","1162572","323515","0","0","0","0","1486087",NULL,NULL,"1486087"
"Jamaica","Male",">60","98650","6980","105630","150557","0","0","0","0","256187",NULL,"256187",NULL
"Japan","Female","15-59","129014639","6003316","135017955","72538279","0","0","0","0","207556234",NULL,NULL,"207556234"
"Japan","Female",">60","25602739","617561","26220300","89158761","0","0","0","0","115379061",NULL,"115379061",NULL
"Japan","Male","15-59","170626673","9448434","180075107","27780190","0","0","0","0","207855297",NULL,NULL,"207855297"
"Japan","Male",">60","39554998","2829091","42384089","47806873","0","0","0","0","90190962",NULL,"90190962",NULL
"Jersey","Female","15-59","19609","512","20121","7743","0","0","0","0","27864",NULL,NULL,"27864"
"Jersey","Female",">60","846","8","854","8180","0","0","0","0","9034",NULL,"9034",NULL
"Jersey","Male","15-59","23153","993","24146","3082","0","0","0","0","27228",NULL,NULL,"27228"
"Jersey","Male",">60","1835","36","1871","5027","0","0","0","0","6898",NULL,"6898",NULL
"Jordan","Female","15-59","186105","133111","319216","1110602","0","0","0","0","1429818",NULL,NULL,"1429818"
"Jordan","Female",">60","939","14","953","128040","0","0","0","0","128993",NULL,"128993",NULL
"Jordan","Male","15-59","922351","199843","1122194","378261","0","0","0","0","1500455",NULL,NULL,"1500455"
"Jordan","Male",">60","28119","566","28685","106898","0","0","0","0","135583",NULL,"135583",NULL
"Kazakhstan","Female","15-59","1742215","1262023","3004238","1645608","0","0","0","0","4649846",NULL,NULL,"4649846"
"Kazakhstan","Female",">60","14196","44","14240","980924","0","0","0","0","995164",NULL,"995164",NULL
"Kazakhstan","Male","15-59","2377142","1064214","3441356","963388","0","0","0","0","4404744",NULL,NULL,"4404744"
"Kazakhstan","Male",">60","45499","4137","49636","560333","0","0","0","0","609969",NULL,"609969",NULL
"Kenya","Female","15-59","14782982","1842404","16625386","5645160","0","0","0","0","22270546",NULL,NULL,"22270546"
"Kenya","Female",">60","1417951","57592","1475543","263924","0","0","0","0","1739467",NULL,"1739467",NULL
"Kenya","Male","15-59","15306446","2317390","17623836","5994901","0","0","0","0","23618737",NULL,NULL,"23618737"
"Kenya","Male",">60","1293497","76703","1370200","202629","0","0","0","0","1572829",NULL,"1572829",NULL
"Kiribati","Female","15-59","0","0","0","0","3231","2113","30072","763","0",NULL,NULL,"0"
"Kiribati","Female","<15","0","0","0","0","10458","797","0","0","0","0",NULL,NULL
"Kiribati","Female",">60","0","0","0","0","0","0","3014","292","0",NULL,"0",NULL
"Kiribati","Male","15-59","0","0","0","0","2787","2795","28522","866","0",NULL,NULL,"0"
"Kiribati","Male","<15","0","0","0","0","10654","1283","0","0","0","0",NULL,NULL
"Kiribati","Male",">60","0","0","0","0","0","0","2222","123","0",NULL,"0",NULL
"Kuwait","Female","15-59","569725","29343","599068","346336","0","0","0","0","945404",NULL,NULL,"945404"
"Kuwait","Female",">60","3817","423","4240","14448","0","0","0","0","18688",NULL,"18688",NULL
"Kuwait","Male","15-59","1131264","34757","1166021","158822","0","0","0","0","1324843",NULL,NULL,"1324843"
"Kuwait","Male",">60","17216","224","17440","7822","0","0","0","0","25262",NULL,"25262",NULL
"Kyrgyzstan","Female","15-59","898708","126912","1025620","690867","0","0","0","0","1716487",NULL,NULL,"1716487"
"Kyrgyzstan","Female",">60","9260","808","10068","83299","0","0","0","0","93367",NULL,"93367",NULL
"Kyrgyzstan","Male","15-59","1176678","110901","1287579","389610","0","0","0","0","1677189",NULL,NULL,"1677189"
"Kyrgyzstan","Male",">60","20550","942","21492","51192","0","0","0","0","72684",NULL,"72684",NULL
"Lao People's Democratic Republic","Female","15-59","3844615","62797","3907412","784389","0","0","0","0","4691801",NULL,NULL,"4691801"
"Lao People's Democratic Republic","Female",">60","141832","5742","147574","320043","0","0","0","0","467617",NULL,"467617",NULL
"Lao People's Democratic Republic","Male","15-59","3800829","72857","3873686","709512","0","0","0","0","4583198",NULL,NULL,"4583198"
"Lao People's Democratic Republic","Male",">60","232378","3493","235871","192898","0","0","0","0","428769",NULL,"428769",NULL
"Latvia","Female","15-59","806986","151886","958872","393872","0","0","0","0","1352744",NULL,NULL,"1352744"
"Latvia","Female","<15","0","0","0","143644","0","0","0","0","143644","143644",NULL,NULL
"Latvia","Female",">60","55103","1935","57038","577815","0","0","0","0","634853",NULL,"634853",NULL
"Latvia","Male","15-59","762704","212425","975129","287839","0","0","0","0","1262968",NULL,NULL,"1262968"
"Latvia","Male","<15","0","0","0","150506","0","0","0","0","150506","150506",NULL,NULL
"Latvia","Male",">60","52947","2447","55394","279674","0","0","0","0","335068",NULL,"335068",NULL
"Lesotho","Female","15-59","380405","42966","423371","731599","0","0","0","0","1154970",NULL,NULL,"1154970"
"Lesotho","Female",">60","22977","519","23496","93863","0","0","0","0","117359",NULL,"117359",NULL
"Lesotho","Male","15-59","610811","79284","690095","438949","0","0","0","0","1129044",NULL,NULL,"1129044"
"Lesotho","Male",">60","36069","1114","37183","39316","0","0","0","0","76499",NULL,"76499",NULL
"Liberia","Female","15-59","412274","38161","450435","413070","0","0","0","0","863505",NULL,NULL,"863505"
"Liberia","Female",">60","32677","1460","34137","40586","0","0","0","0","74723",NULL,"74723",NULL
"Liberia","Male","15-59","460025","67267","527292","347146","0","0","0","0","874438",NULL,NULL,"874438"
"Liberia","Male",">60","45393","3625","49018","25159","0","0","0","0","74177",NULL,"74177",NULL
"Libya","Female","15-59","386700","89312","476012","0","0","0","0","0","476012",NULL,NULL,"476012"
"Libya","Female",">60","1453","7","1460","0","0","0","0","0","1460",NULL,"1460",NULL
"Libya","Male","15-59","911489","258048","1169537","0","0","0","0","0","1169537",NULL,NULL,"1169537"
"Libya","Male",">60","28844","227","29071","0","0","0","0","0","29071",NULL,"29071",NULL
"Liechtenstein","Female","15-59","0","0","0","0","1434","714","0","0","0",NULL,NULL,"0"
"Liechtenstein","Female","<15","0","0","0","0","0","0","0","0","0","0",NULL,NULL
"Liechtenstein","Female",">60","0","0","0","0","0","0","0","0","0",NULL,"0",NULL
"Liechtenstein","Male","15-59","0","0","0","0","1516","711","0","0","0",NULL,NULL,"0"
"Liechtenstein","Male","<15","0","0","0","0","0","0","0","0","0","0",NULL,NULL
"Liechtenstein","Male",">60","0","0","0","0","0","0","0","0","0",NULL,"0",NULL
"Malaysia","Female","15-59","0","0","0","0","2635542","47193","0","0","0",NULL,NULL,"0"
"Malaysia","Female","<15","0","0","0","0","2331721","211125","0","0","0","0",NULL,NULL
"Malaysia","Male","15-59","0","0","0","0","2772129","63491","0","0","0",NULL,NULL,"0"
"Malaysia","Male","<15","0","0","0","0","2469711","226214","0","0","0","0",NULL,NULL
"Mexico","Female","15-59","0","0","0","0","3160081","2323579","33373808","1752880","0",NULL,NULL,"0"
"Mexico","Female","<15","0","0","0","0","10210292","569177","0","0","0","0",NULL,NULL
"Mexico","Female",">60","0","0","0","0","0","0","2852439","970236","0",NULL,"0",NULL
"Mexico","Male","15-59","0","0","0","0","3113929","2384340","31575362","1167514","0",NULL,NULL,"0"
"Mexico","Male","<15","0","0","0","0","10462267","629632","0","0","0","0",NULL,NULL
"Mexico","Male",">60","0","0","0","0","0","0","2841292","576544","0",NULL,"0",NULL
"Mongolia","Female","15-59","0","0","0","0","143714","114684","871046","11306","0",NULL,NULL,"0"
"Mongolia","Female","<15","0","0","0","0","13666","9981","0","0","0","0",NULL,NULL
"Mongolia","Female",">60","0","0","0","0","0","0","62343","2225","0",NULL,"0",NULL
"Mongolia","Male","15-59","0","0","0","0","134318","157112","856713","15745","0",NULL,NULL,"0"
"Mongolia","Male","<15","0","0","0","0","216515","212917","0","0","0","0",NULL,NULL
"Mongolia","Male",">60","0","0","0","0","0","0","51549","900","0",NULL,"0",NULL
"Panama","Female","15-59","0","0","0","0","0","0","967320","46478","0",NULL,NULL,"0"
"Panama","Female","<15","0","0","0","0","0","0","0","0","0","0",NULL,NULL
"Panama","Female",">60","0","0","0","0","0","0","107989","18960","0",NULL,"0",NULL
"Panama","Male","15-59","0","0","0","0","0","0","980023","33828","0",NULL,NULL,"0"
"Panama","Male","<15","0","0","0","0","0","0","0","0","0","0",NULL,NULL
"Panama","Male",">60","0","0","0","0","0","0","108519","17872","0",NULL,"0",NULL
"Puerto Rico","Female","15-59","0","0","0","0","181859","89567","961051","58956","0",NULL,NULL,"0"
"Puerto Rico","Female",">60","0","0","0","0","0","0","257885","29855","0",NULL,"0",NULL
"Puerto Rico","Male","15-59","0","0","0","0","170327","107703","856855","71262","0",NULL,NULL,"0"
"Puerto Rico","Male",">60","0","0","0","0","0","0","207714","34285","0",NULL,"0",NULL
"Qatar","Female","15-59","0","0","0","0","15624","7859","281642","9793","0",NULL,NULL,"0"
"Qatar","Female","<15","0","0","0","0","26797","2482","0","0","0","0",NULL,NULL
"Qatar","Female",">60","0","0","0","0","0","0","5758","4059","0",NULL,"0",NULL
"Qatar","Male","15-59","0","0","0","0","15584","8598","1108768","37862","0",NULL,NULL,"0"
"Qatar","Male","<15","0","0","0","0","27877","2474","0","0","0","0",NULL,NULL
"Qatar","Male",">60","0","0","0","0","0","0","16171","2798","0",NULL,"0",NULL
"Russian Federation","Female","15-59","0","0","0","0","5829731","3982700","47548441","93558","0",NULL,NULL,"0"
"Russian Federation","Female","<15","0","0","0","0","5259202","527877","0","0","0","0",NULL,NULL
"Russian Federation","Female",">60","0","0","0","0","0","0","11066788","35735","0",NULL,"0",NULL
"Russian Federation","Male","15-59","0","0","0","0","5284162","4844255","44469504","116039","0",NULL,NULL,"0"
"Russian Federation","Male","<15","0","0","0","0","5504306","575945","0","0","0","0",NULL,NULL
"Russian Federation","Male",">60","0","0","0","0","0","0","6717676","14201","0",NULL,"0",NULL
"Saudi Arabia","Female","15-59","0","0","0","0","1475207","1005393","6838085","1002652","0",NULL,NULL,"0"
"Saudi Arabia","Female","<15","0","0","0","0","2117904","275538","0","0","0","0",NULL,NULL
"Saudi Arabia","Female",">60","0","0","0","0","0","0","58078","117826","0",NULL,"0",NULL
"Saudi Arabia","Male","15-59","0","0","0","0","1791792","1123662","10315859","779127","0",NULL,NULL,"0"
"Saudi Arabia","Male","<15","0","0","0","0","2364287","292698","0","0","0","0",NULL,NULL
"Saudi Arabia","Male",">60","0","0","0","0","0","0","197835","59650","0",NULL,"0",NULL
"Seychelles","Female","15-59","0","0","0","0","2654","4187","27095","582","0",NULL,NULL,"0"
"Seychelles","Female","<15","0","0","0","0","6246","207","0","0","0","0",NULL,NULL
"Seychelles","Female",">60","0","0","0","0","0","0","1105","193","0",NULL,"0",NULL
"Seychelles","Male","15-59","0","0","0","0","2140","5457","28332","1093","0",NULL,NULL,"0"
"Seychelles","Male","<15","0","0","0","0","6426","229","0","0","0","0",NULL,NULL
"Seychelles","Male",">60","0","0","0","0","0","0","1059","246","0",NULL,"0",NULL
"Singapore","Female","15-59","0","0","0","0","0","0","0","0","0",NULL,NULL,"0"
"Singapore","Female",">60","0","0","0","0","0","0","0","0","0",NULL,"0",NULL
"Singapore","Male","15-59","0","0","0","0","0","0","0","0","0",NULL,NULL,"0"
"Singapore","Male",">60","0","0","0","0","0","0","0","0","0",NULL,"0",NULL
"Tajikistan","Female","15-59","0","0","0","0","177000","666511","2251569","3512","0",NULL,NULL,"0"
"Tajikistan","Female","<15","0","0","0","0","689324","54131","0","0","0","0",NULL,NULL
"Tajikistan","Female",">60","0","0","0","0","0","0","89402","934","0",NULL,"0",NULL
"Tajikistan","Male","15-59","0","0","0","0","206686","652907","2255008","2677","0",NULL,NULL,"0"
"Tajikistan","Male","<15","0","0","0","0","724629","56779","0","0","0","0",NULL,NULL
"Tajikistan","Male",">60","0","0","0","0","0","0","92821","260","0",NULL,"0",NULL
"Thailand","Female","15-59","0","0","0","0","0","0","22058017","673830","0",NULL,NULL,"0"
"Thailand","Female","<15","0","0","0","0","0","0","0","0","0","0",NULL,NULL
"Thailand","Female",">60","0","0","0","0","0","0","2386335","93051","0",NULL,"0",NULL
"Thailand","Male","15-59","0","0","0","0","0","0","21198323","733846","0",NULL,NULL,"0"
"Thailand","Male","<15","0","0","0","0","0","0","0","0","0","0",NULL,NULL
"Thailand","Male",">60","0","0","0","0","0","0","2128249","79916","0",NULL,"0",NULL
"Zambia","Female","15-59","0","0","0","0","0","0","2620566","618574","0",NULL,NULL,"0"
"Zambia","Female","<15","0","0","0","0","0","0","0","0","0","0",NULL,NULL
"Zambia","Female",">60","0","0","0","0","0","0","44281","44175","0",NULL,"0",NULL
"Zambia","Male","15-59","0","0","0","0","0","0","2705787","312915","0",NULL,NULL,"0"
"Zambia","Male","<15","0","0","0","0","0","0","0","0","0","0",NULL,NULL
"Zambia","Male",">60","0","0","0","0","0","0","61354","12065","0",NULL,"0",NULL
"Åland Islands","Female","15-59","6050","107","6157","1514","0","0","0","0","7671",NULL,NULL,"7671"
"Åland Islands","Female","<15","0","0","0","2324","0","0","0","0","2324","2324",NULL,NULL
"Åland Islands","Female",">60","317","9","326","2755","0","0","0","0","3081",NULL,"3081",NULL
"Åland Islands","Male","15-59","6205","148","6353","1490","0","0","0","0","7843",NULL,NULL,"7843"
"Åland Islands","Male","<15","0","0","0","2467","0","0","0","0","2467","2467",NULL,NULL
"Åland Islands","Male",">60","351","5","356","2034","0","0","0","0","2390",NULL,"2390",NULL
