Country or Area,Sex,Literacy,Population,Age
Mauritius,Male,Unknown,452.0,15-59
Mauritius,Male,Total,49964.0,15-59
Mauritius,Male,Literate,45216.0,15-59
Mauritius,Male,Illiterate,4442.0,15-59
Mauritius,Male,Unknown,306.0,15-59
Mauritius,Male,Total,51621.0,15-59
Mauritius,Male,Literate,46497.0,15-59
Mauritius,Male,Illiterate,4977.0,15-59
Mauritius,Male,Unknown,147.0,15-59
Mauritius,Male,Total,45798.0,15-59
Mauritius,Male,Literate,41150.0,15-59
Mauritius,Male,Illiterate,4540.0,15-59
Mauritius,Male,Unknown,108.0,15-59
Mauritius,Male,Total,39133.0,15-59
Mauritius,Male,Literate,34615.0,15-59
Mauritius,Male,Illiterate,4461.0,15-59
Mauritius,Male,Unknown,57.0,15-59
Mauritius,Male,Total,27790.0,15-59
Mauritius,Male,Literate,23902.0,15-59
Mauritius,Male,Illiterate,3843.0,15-59
Mauritius,Male,Unknown,45.0,15-59
Mauritius,Male,Total,19228.0,15-59
Mauritius,Male,Literate,15512.0,15-59
Mauritius,Male,Illiterate,3678.0,15-59
Mauritius,Male,Unknown,38.0,15-59
Mauritius,Male,Total,15301.0,>60
Mauritius,Male,Literate,11073.0,>60
Mauritius,Male,Illiterate,4197.0,>60
Mauritius,Male,Unknown,31.0,>60
Mauritius,Male,Total,11758.0,>60
Mauritius,Male,Literate,8006.0,>60
Mauritius,Male,Illiterate,3732.0,>60
Mauritius,Male,Unknown,20.0,>60
Mauritius,Male,Total,9491.0,>60
Mauritius,Male,Literate,6350.0,>60
Mauritius,Male,Illiterate,3121.0,>60
Mauritius,Male,Total,6047.0,>60
Mauritius,Male,Literate,3896.0,>60
Mauritius,Male,Illiterate,2137.0,>60
Mauritius,Male,Unknown,14.0,>60
Mauritius,Male,Total,2584.0,>60
Mauritius,Male,Literate,1662.0,>60
Mauritius,Male,Illiterate,915.0,>60
Mauritius,Male,Total,1049.0,>60
Mauritius,Male,Literate,640.0,>60
Mauritius,Male,Illiterate,406.0,>60
Mauritius,Male,Total,272.0,>60
Mauritius,Male,Literate,178.0,>60
Mauritius,Male,Illiterate,92.0,>60
Mauritius,Male,Unknown,2.0,>60
Mauritius,Male,Total,42.0,>60
Mauritius,Male,Illiterate,17.0,>60
Mauritius,Female,Total,27795.0,<15
Mauritius,Female,Literate,27078.0,<15
Mauritius,Female,Illiterate,708.0,<15
Mauritius,Female,Unknown,9.0,<15
Mauritius,Female,Total,475686.0,<15
Mauritius,Female,Literate,386055.0,<15
Mauritius,Female,Illiterate,87665.0,<15
Mauritius,Female,Unknown,1966.0,<15
Mauritius,Female,Total,50417.0,15-59
Mauritius,Female,Literate,48558.0,15-59
Mauritius,Female,Illiterate,1839.0,15-59
Mauritius,Female,Unknown,20.0,15-59
Mauritius,Female,Total,55784.0,15-59
Mauritius,Female,Literate,52312.0,15-59
Mauritius,Female,Illiterate,3067.0,15-59
Mauritius,Female,Unknown,405.0,15-59
Mauritius,Female,Total,47048.0,15-59
Mauritius,Female,Literate,43323.0,15-59
Mauritius,Female,Illiterate,3274.0,15-59
Mauritius,Female,Unknown,451.0,15-59
Mauritius,Female,Total,49551.0,15-59
Mauritius,Female,Literate,44656.0,15-59
Mauritius,Female,Illiterate,4416.0,15-59
Mauritius,Female,Unknown,479.0,15-59
Mauritius,Female,Total,50325.0,15-59
Mauritius,Female,Literate,44545.0,15-59
Mauritius,Female,Illiterate,5566.0,15-59
Mauritius,Female,Unknown,214.0,15-59
Mauritius,Female,Total,44608.0,15-59
Mauritius,Female,Literate,37529.0,15-59
Mauritius,Female,Illiterate,6996.0,15-59
Mauritius,Female,Unknown,83.0,15-59
Mauritius,Female,Total,38798.0,15-59
Mauritius,Female,Literate,29414.0,15-59
Mauritius,Female,Illiterate,9343.0,15-59
Mauritius,Female,Unknown,41.0,15-59
Mauritius,Female,Total,29149.0,15-59
Mauritius,Female,Literate,19551.0,15-59
Mauritius,Female,Illiterate,9560.0,15-59
Mauritius,Female,Total,21263.0,15-59
Mauritius,Female,Literate,12216.0,15-59
Mauritius,Female,Illiterate,9015.0,15-59
Mauritius,Female,Unknown,32.0,15-59
Mauritius,Female,Total,17796.0,>60
Mauritius,Female,Literate,8732.0,>60
Mauritius,Female,Illiterate,9033.0,>60
Mauritius,Female,Unknown,31.0,>60
Mauritius,Female,Total,14010.0,>60
Mauritius,Female,Literate,6420.0,>60
Mauritius,Female,Illiterate,7556.0,>60
Mauritius,Female,Total,12203.0,>60
Mauritius,Female,Literate,5081.0,>60
Mauritius,Female,Illiterate,7085.0,>60
Mauritius,Female,Unknown,37.0,>60
Mauritius,Female,Total,8863.0,>60
Mauritius,Female,Literate,3488.0,>60
Mauritius,Female,Illiterate,5341.0,>60
Mauritius,Female,Total,4548.0,>60
Mauritius,Female,Literate,1795.0,>60
Mauritius,Female,Illiterate,2731.0,>60
Mauritius,Female,Unknown,22.0,>60
Mauritius,Female,Total,2449.0,>60
Mauritius,Female,Literate,948.0,>60
Mauritius,Female,Illiterate,1476.0,>60
Mauritius,Female,Unknown,25.0,>60
Mauritius,Female,Total,832.0,>60
Mauritius,Female,Literate,326.0,>60
Mauritius,Female,Illiterate,502.0,>60
Mauritius,Female,Unknown,4.0,>60
Mauritius,Female,Total,247.0,>60
Mauritius,Female,Literate,83.0,>60
Mauritius,Female,Illiterate,157.0,>60
Mauritius,Female,Unknown,7.0,>60
Mauritius,Male,Total,11852.0,<15
Mauritius,Male,Literate,11508.0,<15
Mauritius,Male,Illiterate,335.0,<15
Mauritius,Male,Unknown,9.0,<15
Mauritius,Male,Total,198875.0,<15
Mauritius,Male,Literate,183615.0,<15
Mauritius,Male,Illiterate,14438.0,<15
Mauritius,Male,Unknown,822.0,<15
Mauritius,Male,Total,20985.0,15-59
Mauritius,Male,Literate,20206.0,15-59
Mauritius,Male,Illiterate,770.0,15-59
Mauritius,Male,Unknown,9.0,15-59
Mauritius,Male,Total,21778.0,15-59
Mauritius,Male,Literate,20731.0,15-59
Mauritius,Male,Illiterate,946.0,15-59
Mauritius,Male,Unknown,101.0,15-59
Mauritius,Male,Total,18021.0,15-59
Mauritius,Male,Literate,16935.0,15-59
Mauritius,Male,Illiterate,875.0,15-59
Mauritius,Male,Unknown,211.0,15-59
Mauritius,Male,Total,19977.0,15-59
Mauritius,Male,Literate,18634.0,15-59
Mauritius,Male,Illiterate,1199.0,15-59
Mauritius,Male,Unknown,144.0,15-59
Mauritius,Male,Total,22491.0,15-59
Mauritius,Male,Literate,21000.0,15-59
Mauritius,Male,Illiterate,1413.0,15-59
Mauritius,Male,Unknown,78.0,15-59
Mauritius,Male,Total,20482.0,15-59
Mauritius,Male,Literate,19177.0,15-59
Mauritius,Male,Illiterate,1243.0,15-59
Mauritius,Male,Unknown,62.0,15-59
Mauritius,Male,Total,17793.0,15-59
Mauritius,Male,Literate,16624.0,15-59
Mauritius,Male,Illiterate,1120.0,15-59
Mauritius,Male,Unknown,49.0,15-59
Mauritius,Male,Total,12558.0,15-59
Mauritius,Male,Literate,11552.0,15-59
Mauritius,Male,Illiterate,969.0,15-59
Mauritius,Male,Unknown,37.0,15-59
Mauritius,Male,Total,9016.0,15-59
Mauritius,Male,Literate,8003.0,15-59
Mauritius,Male,Illiterate,979.0,15-59
Mauritius,Male,Unknown,34.0,15-59
Mauritius,Male,Total,7711.0,>60
Mauritius,Male,Literate,6467.0,>60
Mauritius,Male,Illiterate,1216.0,>60
Mauritius,Male,Total,6067.0,>60
Mauritius,Male,Literate,4901.0,>60
Mauritius,Male,Illiterate,1148.0,>60
Mauritius,Male,Unknown,18.0,>60
Mauritius,Male,Total,4886.0,>60
Mauritius,Male,Literate,3854.0,>60
Mauritius,Male,Illiterate,1013.0,>60
Mauritius,Male,Unknown,19.0,>60
Mauritius,Male,Total,3128.0,>60
Mauritius,Male,Literate,2422.0,>60
Mauritius,Male,Illiterate,694.0,>60
Mauritius,Male,Unknown,12.0,>60
Mauritius,Male,Total,1372.0,>60
Mauritius,Male,Literate,1058.0,>60
Mauritius,Male,Illiterate,307.0,>60
Mauritius,Male,Total,564.0,>60
Mauritius,Male,Literate,402.0,>60
Mauritius,Male,Illiterate,159.0,>60
Mauritius,Male,Total,163.0,>60
Mauritius,Male,Literate,121.0,>60
Mauritius,Male,Illiterate,41.0,>60
Mauritius,Male,Unknown,1.0,>60
Mauritius,Male,Total,31.0,>60
Mauritius,Male,Literate,20.0,>60
Mauritius,Female,Total,11681.0,<15
Mauritius,Female,Literate,11492.0,<15
Mauritius,Female,Illiterate,183.0,<15
Mauritius,Female,Unknown,6.0,<15
Mauritius,Female,Total,207204.0,<15
Mauritius,Female,Literate,180085.0,<15
Mauritius,Female,Illiterate,26114.0,<15
Mauritius,Female,Unknown,1005.0,<15
Mauritius,Female,Total,20384.0,15-59
Mauritius,Female,Literate,19920.0,15-59
Mauritius,Female,Illiterate,452.0,15-59
Mauritius,Female,Unknown,12.0,15-59
Mauritius,Female,Total,22389.0,15-59
Mauritius,Female,Literate,21479.0,15-59
Mauritius,Female,Illiterate,714.0,15-59
Mauritius,Female,Unknown,196.0,15-59
Mauritius,Female,Total,18958.0,15-59
Mauritius,Female,Literate,17987.0,15-59
Mauritius,Female,Illiterate,763.0,15-59
Mauritius,Female,Unknown,208.0,15-59
Mauritius,Female,Total,20126.0,15-59
Mauritius,Female,Literate,18804.0,15-59
Mauritius,Female,Illiterate,1118.0,15-59
Mauritius,Female,Unknown,204.0,15-59
Mauritius,Female,Total,22252.0,15-59
Mauritius,Female,Literate,20699.0,15-59
Mauritius,Female,Illiterate,1477.0,15-59
Mauritius,Female,Unknown,76.0,15-59
Mauritius,Female,Total,19801.0,15-59
Mauritius,Female,Literate,18074.0,15-59
Mauritius,Female,Illiterate,1680.0,15-59
Mauritius,Female,Unknown,47.0,15-59
Mauritius,Female,Total,17329.0,15-59
Mauritius,Female,Literate,15043.0,15-59
Mauritius,Female,Illiterate,2257.0,15-59
Mauritius,Female,Unknown,29.0,15-59
Mauritius,Female,Total,13370.0,15-59
Mauritius,Female,Literate,10743.0,15-59
Mauritius,Female,Illiterate,2597.0,15-59
Mauritius,Female,Unknown,30.0,15-59
Mauritius,Female,Total,10017.0,15-59
Mauritius,Female,Literate,7320.0,15-59
Mauritius,Female,Illiterate,2674.0,15-59
Mauritius,Female,Unknown,23.0,15-59
Mauritius,Female,Total,8763.0,>60
Mauritius,Female,Literate,5761.0,>60
Mauritius,Female,Illiterate,2976.0,>60
Mauritius,Female,Total,7092.0,>60
Mauritius,Female,Literate,4447.0,>60
Mauritius,Female,Illiterate,2617.0,>60
Mauritius,Female,Unknown,28.0,>60
Mauritius,Female,Total,6164.0,>60
Mauritius,Female,Literate,3531.0,>60
Mauritius,Female,Illiterate,2598.0,>60
Mauritius,Female,Total,4569.0,>60
Mauritius,Female,Literate,2464.0,>60
Mauritius,Female,Illiterate,2075.0,>60
Mauritius,Female,Unknown,30.0,>60
Mauritius,Female,Total,2341.0,>60
Mauritius,Female,Literate,1298.0,>60
Mauritius,Female,Illiterate,1023.0,>60
Mauritius,Female,Unknown,20.0,>60
Mauritius,Female,Total,1352.0,>60
Mauritius,Female,Literate,701.0,>60
Mauritius,Female,Illiterate,627.0,>60
Mauritius,Female,Unknown,24.0,>60
Mauritius,Female,Total,474.0,>60
Mauritius,Female,Literate,259.0,>60
Mauritius,Female,Illiterate,211.0,>60
Mauritius,Female,Total,142.0,>60
Mauritius,Female,Literate,63.0,>60
Mauritius,Female,Illiterate,72.0,>60
Mauritius,Male,Total,16376.0,<15
Mauritius,Male,Literate,15590.0,<15
Mauritius,Male,Illiterate,780.0,<15
Mauritius,Male,Unknown,6.0,<15
Mauritius,Male,Total,262959.0,<15
Mauritius,Male,Literate,224720.0,<15
Mauritius,Male,Illiterate,37545.0,<15
Mauritius,Male,Unknown,694.0,<15
Mauritius,Male,Total,30686.0,15-59
Mauritius,Male,Literate,28571.0,15-59
Mauritius,Male,Illiterate,2101.0,15-59
Mauritius,Male,Unknown,14.0,15-59
Mauritius,Male,Total,33330.0,15-59
Mauritius,Male,Literate,30332.0,15-59
Mauritius,Male,Unknown,127.0,15-59
Mauritius,Male,Total,28728.0,15-59
Mauritius,Male,Literate,25740.0,15-59
Mauritius,Male,Illiterate,2747.0,15-59
Mauritius,Male,Unknown,241.0,15-59
Mauritius,Male,Total,29987.0,15-59
Mauritius,Male,Literate,26582.0,15-59
Mauritius,Male,Illiterate,3243.0,15-59
Mauritius,Male,Unknown,162.0,15-59
Mauritius,Male,Total,29130.0,15-59
Mauritius,Male,Literate,25497.0,15-59
Mauritius,Male,Illiterate,3564.0,15-59
Mauritius,Male,Unknown,69.0,15-59
Mauritius,Male,Total,25316.0,15-59
Mauritius,Male,Literate,21973.0,15-59
Mauritius,Male,Illiterate,3297.0,15-59
Mauritius,Male,Unknown,46.0,15-59
Mauritius,Male,Total,21340.0,15-59
Mauritius,Male,Literate,17991.0,15-59
Mauritius,Male,Illiterate,3341.0,15-59
Mauritius,Male,Unknown,8.0,15-59
Mauritius,Male,Total,15232.0,15-59
Mauritius,Male,Literate,12350.0,15-59
Mauritius,Male,Illiterate,2874.0,15-59
Mauritius,Male,Total,10212.0,15-59
Mauritius,Male,Literate,7509.0,15-59
Mauritius,Male,Illiterate,2699.0,15-59
Mauritius,Male,Unknown,4.0,15-59
Mauritius,Male,Total,7590.0,>60
Mauritius,Male,Literate,4606.0,>60
Mauritius,Male,Illiterate,2981.0,>60
Mauritius,Male,Total,5691.0,>60
Mauritius,Male,Literate,3105.0,>60
Mauritius,Male,Illiterate,2584.0,>60
Mauritius,Male,Total,4605.0,>60
Mauritius,Male,Literate,2496.0,>60
Mauritius,Male,Illiterate,2108.0,>60
Mauritius,Male,Total,2919.0,>60
Mauritius,Male,Literate,1474.0,>60
Mauritius,Male,Illiterate,1443.0,>60
Mauritius,Male,Total,1212.0,>60
Mauritius,Male,Literate,604.0,>60
Mauritius,Male,Illiterate,608.0,>60
Mauritius,Male,Total,485.0,>60
Mauritius,Male,Literate,238.0,>60
Mauritius,Male,Illiterate,247.0,>60
Mauritius,Male,Total,109.0,>60
Mauritius,Male,Literate,57.0,>60
Mauritius,Male,Illiterate,51.0,>60
Mauritius,Male,Total,11.0,>60
Mauritius,Male,Literate,5.0,>60
Mauritius,Male,Illiterate,6.0,>60
Mauritius,Female,Total,16114.0,<15
Mauritius,Female,Literate,15586.0,<15
Mauritius,Female,Illiterate,525.0,<15
Mauritius,Female,Unknown,3.0,<15
Mauritius,Female,Total,268482.0,<15
Mauritius,Female,Literate,205970.0,<15
Mauritius,Female,Illiterate,61551.0,<15
Mauritius,Female,Unknown,961.0,<15
Mauritius,Female,Total,30033.0,15-59
Mauritius,Female,Literate,28638.0,15-59
Mauritius,Female,Illiterate,1387.0,15-59
Mauritius,Female,Unknown,8.0,15-59
Mauritius,Female,Total,33395.0,15-59
Mauritius,Female,Literate,30833.0,15-59
Mauritius,Female,Illiterate,2353.0,15-59
Mauritius,Female,Unknown,209.0,15-59
Mauritius,Female,Total,28090.0,15-59
Mauritius,Female,Literate,25336.0,15-59
Mauritius,Female,Illiterate,2511.0,15-59
Mauritius,Female,Unknown,243.0,15-59
Mauritius,Female,Total,29425.0,15-59
Mauritius,Female,Literate,25852.0,15-59
Mauritius,Female,Illiterate,3298.0,15-59
Mauritius,Female,Unknown,275.0,15-59
Mauritius,Female,Total,28073.0,15-59
Mauritius,Female,Literate,23846.0,15-59
Mauritius,Female,Illiterate,4089.0,15-59
Mauritius,Female,Unknown,138.0,15-59
Mauritius,Female,Total,24807.0,15-59
Mauritius,Female,Literate,19455.0,15-59
Mauritius,Female,Illiterate,5316.0,15-59
Mauritius,Female,Total,21469.0,15-59
Mauritius,Female,Literate,14371.0,15-59
Mauritius,Female,Illiterate,7086.0,15-59
Mauritius,Female,Total,15779.0,15-59
Mauritius,Female,Literate,8808.0,15-59
Mauritius,Female,Illiterate,6963.0,15-59
Mauritius,Female,Total,11246.0,15-59
Mauritius,Female,Literate,4896.0,15-59
Mauritius,Female,Illiterate,6341.0,15-59
Mauritius,Female,Unknown,9.0,15-59
Mauritius,Female,Total,9033.0,>60
Mauritius,Female,Literate,2971.0,>60
Mauritius,Female,Illiterate,6057.0,>60
Mauritius,Female,Unknown,5.0,>60
Mauritius,Female,Total,6918.0,>60
Mauritius,Female,Literate,1973.0,>60
Mauritius,Female,Illiterate,4939.0,>60
Mauritius,Female,Unknown,6.0,>60
Mauritius,Female,Total,6039.0,>60
Mauritius,Female,Literate,1550.0,>60
Mauritius,Female,Illiterate,4487.0,>60
Mauritius,Female,Total,4294.0,>60
Mauritius,Female,Literate,1024.0,>60
Mauritius,Female,Illiterate,3266.0,>60
Mauritius,Female,Total,2207.0,>60
Mauritius,Female,Literate,497.0,>60
Mauritius,Female,Illiterate,1708.0,>60
Mauritius,Female,Total,1097.0,>60
Mauritius,Female,Literate,247.0,>60
Mauritius,Female,Illiterate,849.0,>60
Mauritius,Female,Total,358.0,>60
Mauritius,Female,Literate,67.0,>60
Mauritius,Female,Illiterate,291.0,>60
Mauritius,Female,Total,105.0,>60
Mauritius,Female,Literate,20.0,>60
Mauritius,Female,Illiterate,85.0,>60
Mayotte,Male,Total,11266.0,15-59
Mayotte,Male,Literate,10072.0,15-59
Mayotte,Male,Illiterate,1194.0,15-59
Mayotte,Male,Total,52102.0,<15
Mayotte,Male,Literate,43350.0,<15
Mayotte,Male,Illiterate,8752.0,<15
Mayotte,Male,Total,5789.0,15-59
Mayotte,Male,Literate,4846.0,15-59
Mayotte,Male,Illiterate,943.0,15-59
Mayotte,Male,Total,19381.0,15-59
Mayotte,Male,Literate,16123.0,15-59
Mayotte,Male,Illiterate,3258.0,15-59
Mayotte,Male,Total,10154.0,15-59
Mayotte,Male,Literate,8275.0,15-59
Mayotte,Male,Illiterate,1879.0,15-59
Mayotte,Male,Total,3277.0,15-59
Mayotte,Male,Literate,2532.0,15-59
Mayotte,Male,Illiterate,745.0,15-59
Mayotte,Male,Total,2235.0,>60
Mayotte,Male,Literate,1502.0,>60
Mayotte,Male,Illiterate,733.0,>60
Mayotte,Female,Total,11753.0,15-59
Mayotte,Female,Literate,10372.0,15-59
Mayotte,Female,Illiterate,1381.0,15-59
Mayotte,Female,Total,56085.0,<15
Mayotte,Female,Literate,44068.0,<15
Mayotte,Female,Illiterate,12017.0,<15
Mayotte,Female,Total,7871.0,15-59
Mayotte,Female,Literate,6263.0,15-59
Mayotte,Female,Illiterate,1608.0,15-59
Mayotte,Female,Total,22372.0,15-59
Mayotte,Female,Literate,17422.0,15-59
Mayotte,Female,Illiterate,4950.0,15-59
Mayotte,Female,Total,9117.0,15-59
Mayotte,Female,Literate,6746.0,15-59
Mayotte,Female,Illiterate,2371.0,15-59
Mayotte,Female,Total,2811.0,15-59
Mayotte,Female,Literate,1888.0,15-59
Mayotte,Female,Illiterate,923.0,15-59
Mayotte,Female,Total,2161.0,>60
Mayotte,Female,Literate,1377.0,>60
Mayotte,Female,Illiterate,784.0,>60
Mexico,Male,Total,5554260.0,<15
Mexico,Male,Literate,5456981.0,<15
Mexico,Male,Illiterate,75926.0,<15
Mexico,Male,Unknown,21353.0,<15
Mexico,Male,Total,50806623.0,<15
Mexico,Male,Literate,48821733.0,<15
Mexico,Male,Illiterate,1855165.0,<15
Mexico,Male,Unknown,129725.0,<15
Mexico,Male,Total,5462150.0,15-59
Mexico,Male,Literate,5393930.0,15-59
Mexico,Male,Illiterate,49077.0,15-59
Mexico,Male,Unknown,19143.0,15-59
Mexico,Male,Total,5165884.0,15-59
Mexico,Male,Literate,5087110.0,15-59
Mexico,Male,Illiterate,57472.0,15-59
Mexico,Male,Unknown,21302.0,15-59
Mexico,Male,Total,4861404.0,15-59
Mexico,Male,Literate,4784362.0,15-59
Mexico,Male,Illiterate,64728.0,15-59
Mexico,Male,Unknown,12314.0,15-59
Mexico,Male,Total,4527726.0,15-59
Mexico,Male,Literate,4435244.0,15-59
Mexico,Male,Illiterate,80359.0,15-59
Mexico,Male,Unknown,12123.0,15-59
Mexico,Male,Total,4331530.0,15-59
Mexico,Male,Literate,4216159.0,15-59
Mexico,Male,Illiterate,103718.0,15-59
Mexico,Male,Unknown,11653.0,15-59
Mexico,Male,Total,4062304.0,15-59
Mexico,Male,Literate,3926409.0,15-59
Mexico,Male,Illiterate,125956.0,15-59
Mexico,Male,Unknown,9939.0,15-59
Mexico,Male,Total,3812344.0,15-59
Mexico,Male,Literate,3679993.0,15-59
Mexico,Male,Illiterate,124590.0,15-59
Mexico,Male,Unknown,7761.0,15-59
Mexico,Male,Total,3332163.0,15-59
Mexico,Male,Literate,3189372.0,15-59
Mexico,Male,Illiterate,138116.0,15-59
Mexico,Male,Unknown,4675.0,15-59
Mexico,Male,Total,2692976.0,15-59
Mexico,Male,Literate,2542061.0,15-59
Mexico,Male,Illiterate,147722.0,15-59
Mexico,Male,Unknown,3193.0,15-59
Mexico,Male,Total,2257862.0,>60
Mexico,Male,Literate,2098733.0,>60
Mexico,Male,Illiterate,156820.0,>60
Mexico,Male,Unknown,2309.0,>60
Mexico,Male,Total,1706850.0,>60
Mexico,Male,Literate,1535891.0,>60
Mexico,Male,Illiterate,169424.0,>60
Mexico,Male,Unknown,1535.0,>60
Mexico,Male,Total,1233492.0,>60
Mexico,Male,Literate,1068489.0,>60
Mexico,Male,Illiterate,164036.0,>60
Mexico,Male,Unknown,967.0,>60
Mexico,Male,Total,847898.0,>60
Mexico,Male,Literate,691600.0,>60
Mexico,Male,Illiterate,155612.0,>60
Mexico,Male,Unknown,686.0,>60
Mexico,Male,Total,523812.0,>60
Mexico,Male,Literate,407682.0,>60
Mexico,Male,Illiterate,115719.0,>60
Mexico,Male,Unknown,411.0,>60
Mexico,Male,Total,283351.0,>60
Mexico,Male,Literate,207092.0,>60
Mexico,Male,Illiterate,76039.0,>60
Mexico,Male,Unknown,220.0,>60
Mexico,Male,Total,107358.0,>60
Mexico,Male,Literate,74917.0,>60
Mexico,Male,Illiterate,32362.0,>60
Mexico,Male,Unknown,79.0,>60
Mexico,Male,Total,36615.0,>60
Mexico,Male,Literate,22594.0,>60
Mexico,Male,Illiterate,13975.0,>60
Mexico,Male,Unknown,46.0,>60
Mexico,Male,Total,6644.0,>60
Mexico,Male,Literate,3114.0,>60
Mexico,Male,Illiterate,3514.0,>60
Mexico,Male,Unknown,16.0,>60
Mexico,Female,Total,5389280.0,<15
Mexico,Female,Literate,5313625.0,<15
Mexico,Female,Illiterate,55602.0,<15
Mexico,Female,Unknown,20053.0,<15
Mexico,Female,Total,54122271.0,<15
Mexico,Female,Literate,51269596.0,<15
Mexico,Female,Illiterate,2732794.0,<15
Mexico,Female,Unknown,119881.0,<15
Mexico,Female,Total,5344540.0,15-59
Mexico,Female,Literate,5285883.0,15-59
Mexico,Female,Illiterate,37940.0,15-59
Mexico,Female,Unknown,20717.0,15-59
Mexico,Female,Total,5256211.0,15-59
Mexico,Female,Literate,5184278.0,15-59
Mexico,Female,Illiterate,49538.0,15-59
Mexico,Female,Unknown,22395.0,15-59
Mexico,Female,Total,5131597.0,15-59
Mexico,Female,Literate,5060687.0,15-59
Mexico,Female,Illiterate,60000.0,15-59
Mexico,Female,Unknown,10910.0,15-59
Mexico,Female,Total,4893101.0,15-59
Mexico,Female,Literate,4796772.0,15-59
Mexico,Female,Illiterate,86742.0,15-59
Mexico,Female,Unknown,9587.0,15-59
Mexico,Female,Total,4688746.0,15-59
Mexico,Female,Literate,4554452.0,15-59
Mexico,Female,Illiterate,125020.0,15-59
Mexico,Female,Unknown,9274.0,15-59
Mexico,Female,Total,4441282.0,15-59
Mexico,Female,Literate,4272221.0,15-59
Mexico,Female,Illiterate,160286.0,15-59
Mexico,Female,Unknown,8775.0,15-59
Mexico,Female,Total,4130069.0,15-59
Mexico,Female,Literate,3948891.0,15-59
Mexico,Female,Illiterate,174465.0,15-59
Mexico,Female,Unknown,6713.0,15-59
Mexico,Female,Total,3705369.0,15-59
Mexico,Female,Literate,3479355.0,15-59
Mexico,Female,Illiterate,222918.0,15-59
Mexico,Female,Unknown,3096.0,15-59
Mexico,Female,Total,3002982.0,15-59
Mexico,Female,Literate,2744729.0,15-59
Mexico,Female,Illiterate,255975.0,15-59
Mexico,Female,Unknown,2278.0,15-59
Mexico,Female,Total,2563200.0,>60
Mexico,Female,Literate,2284142.0,>60
Mexico,Female,Illiterate,277182.0,>60
Mexico,Female,Unknown,1876.0,>60
Mexico,Female,Total,1938227.0,>60
Mexico,Female,Literate,1634685.0,>60
Mexico,Female,Illiterate,302171.0,>60
Mexico,Female,Unknown,1371.0,>60
Mexico,Female,Total,1413848.0,>60
Mexico,Female,Literate,1138951.0,>60
Mexico,Female,Illiterate,273910.0,>60
Mexico,Female,Unknown,987.0,>60
Mexico,Female,Total,966684.0,>60
Mexico,Female,Literate,721108.0,>60
Mexico,Female,Illiterate,244902.0,>60
Mexico,Female,Unknown,674.0,>60
Mexico,Female,Total,651552.0,>60
Mexico,Female,Literate,465503.0,>60
Mexico,Female,Illiterate,185493.0,>60
Mexico,Female,Unknown,556.0,>60
Mexico,Female,Total,375894.0,>60
Mexico,Female,Literate,248056.0,>60
Mexico,Female,Illiterate,127472.0,>60
Mexico,Female,Unknown,366.0,>60
Mexico,Female,Total,159448.0,>60
Mexico,Female,Literate,99923.0,>60
Mexico,Female,Illiterate,59360.0,>60
Mexico,Female,Unknown,165.0,>60
Mexico,Female,Total,58590.0,>60
Mexico,Female,Literate,31491.0,>60
Mexico,Female,Illiterate,27023.0,>60
Mexico,Female,Unknown,76.0,>60
Mexico,Female,Total,11651.0,>60
Mexico,Female,Literate,4844.0,>60
Mexico,Female,Illiterate,6795.0,>60
Mexico,Female,Unknown,12.0,>60
Mexico,Male,Total,4187153.0,<15
Mexico,Male,Literate,4123568.0,<15
Mexico,Male,Illiterate,45365.0,<15
Mexico,Male,Unknown,18220.0,<15
Mexico,Male,Total,40239580.0,<15
Mexico,Male,Literate,39196842.0,<15
Mexico,Male,Illiterate,926244.0,<15
Mexico,Male,Unknown,116494.0,<15
Mexico,Male,Total,4215358.0,15-59
Mexico,Male,Literate,4170165.0,15-59
Mexico,Male,Illiterate,28169.0,15-59
Mexico,Male,Unknown,17024.0,15-59
Mexico,Male,Total,4137907.0,15-59
Mexico,Male,Literate,4087421.0,15-59
Mexico,Male,Illiterate,31438.0,15-59
Mexico,Male,Unknown,19048.0,15-59
Mexico,Male,Total,3929452.0,15-59
Mexico,Male,Literate,3883684.0,15-59
Mexico,Male,Illiterate,34549.0,15-59
Mexico,Male,Unknown,11219.0,15-59
Mexico,Male,Total,3661502.0,15-59
Mexico,Male,Literate,3608499.0,15-59
Mexico,Male,Illiterate,41898.0,15-59
Mexico,Male,Unknown,11105.0,15-59
Mexico,Male,Total,3498953.0,15-59
Mexico,Male,Literate,3436782.0,15-59
Mexico,Male,Illiterate,51519.0,15-59
Mexico,Male,Unknown,10652.0,15-59
Mexico,Male,Total,3265690.0,15-59
Mexico,Male,Literate,3194893.0,15-59
Mexico,Male,Illiterate,61683.0,15-59
Mexico,Male,Unknown,9114.0,15-59
Mexico,Male,Total,3082389.0,15-59
Mexico,Male,Literate,3015428.0,15-59
Mexico,Male,Illiterate,59811.0,15-59
Mexico,Male,Unknown,7150.0,15-59
Mexico,Male,Total,2697138.0,15-59
Mexico,Male,Literate,2625710.0,15-59
Mexico,Male,Illiterate,67084.0,15-59
Mexico,Male,Unknown,4344.0,15-59
Mexico,Male,Total,2167285.0,15-59
Mexico,Male,Literate,2093879.0,15-59
Mexico,Male,Illiterate,70482.0,15-59
Mexico,Male,Unknown,2924.0,15-59
Mexico,Male,Total,1810380.0,>60
Mexico,Male,Literate,1731673.0,>60
