Country or Area,Sex,Literacy,Population,Age
Armenia,Female,Total,77721.0,15-59
Armenia,Female,Literate,77676.0,15-59
Armenia,Female,Illiterate,45.0,15-59
Armenia,Female,Total,69695.0,15-59
Armenia,Female,Literate,69631.0,15-59
Armenia,Female,Illiterate,64.0,15-59
Armenia,Female,Total,83494.0,15-59
Armenia,Female,Literate,83424.0,15-59
Armenia,Female,Illiterate,70.0,15-59
Armenia,Female,Total,99152.0,15-59
Armenia,Female,Literate,99060.0,15-59
Armenia,Female,Total,82081.0,15-59
Armenia,Female,Literate,82002.0,15-59
Armenia,Female,Illiterate,79.0,15-59
Armenia,Female,Total,62199.0,15-59
Armenia,Female,Literate,62113.0,15-59
Armenia,Female,Total,32564.0,15-59
Armenia,Female,Literate,32460.0,15-59
Armenia,Female,Total,54890.0,>60
Armenia,Female,Literate,54625.0,>60
Armenia,Female,Illiterate,265.0,>60
Armenia,Female,Total,40704.0,>60
Armenia,Female,Literate,40080.0,>60
Armenia,Female,Illiterate,624.0,>60
Armenia,Female,Total,36808.0,>60
Armenia,Female,Literate,36100.0,>60
Armenia,Female,Illiterate,708.0,>60
Armenia,Female,Total,22335.0,>60
Armenia,Female,Literate,21796.0,>60
Armenia,Female,Illiterate,539.0,>60
Armenia,Female,Total,7741.0,>60
Armenia,Female,Literate,7281.0,>60
Armenia,Female,Illiterate,460.0,>60
Armenia,Female,Total,3776.0,>60
Armenia,Female,Literate,3281.0,>60
Armenia,Female,Illiterate,495.0,>60
Armenia,Female,Total,1243.0,>60
Armenia,Female,Literate,974.0,>60
Armenia,Female,Illiterate,269.0,>60
Armenia,Female,Total,253.0,>60
Armenia,Female,Literate,167.0,>60
Armenia,Female,Illiterate,86.0,>60
Armenia,Female,Total,73.0,>60
Armenia,Female,Literate,40.0,>60
Armenia,Female,Illiterate,33.0,>60
Armenia,Male,Total,67040.0,<15
Armenia,Male,Literate,66810.0,<15
Armenia,Male,Illiterate,230.0,<15
Armenia,Male,Total,467790.0,<15
Armenia,Male,Literate,465319.0,<15
Armenia,Male,Illiterate,2471.0,<15
Armenia,Male,Total,58265.0,15-59
Armenia,Male,Literate,57986.0,15-59
Armenia,Male,Illiterate,279.0,15-59
Armenia,Male,Total,44347.0,15-59
Armenia,Male,Literate,44181.0,15-59
Armenia,Male,Illiterate,166.0,15-59
Armenia,Male,Total,35971.0,15-59
Armenia,Male,Literate,35874.0,15-59
Armenia,Male,Illiterate,97.0,15-59
Armenia,Male,Total,36811.0,15-59
Armenia,Male,Literate,36699.0,15-59
Armenia,Male,Total,46966.0,15-59
Armenia,Male,Literate,46843.0,15-59
Armenia,Male,Illiterate,123.0,15-59
Armenia,Male,Total,47948.0,15-59
Armenia,Male,Literate,47812.0,15-59
Armenia,Male,Total,30418.0,15-59
Armenia,Male,Literate,30346.0,15-59
Armenia,Male,Illiterate,72.0,15-59
Armenia,Male,Total,18473.0,15-59
Armenia,Male,Literate,18426.0,15-59
Armenia,Male,Illiterate,47.0,15-59
Armenia,Male,Total,9653.0,15-59
Armenia,Male,Literate,9618.0,15-59
Armenia,Male,Illiterate,35.0,15-59
Armenia,Male,Total,21170.0,>60
Armenia,Male,Literate,21008.0,>60
Armenia,Male,Illiterate,162.0,>60
Armenia,Male,Total,20536.0,>60
Armenia,Male,Literate,20172.0,>60
Armenia,Male,Illiterate,364.0,>60
Armenia,Male,Total,19220.0,>60
Armenia,Male,Literate,18936.0,>60
Armenia,Male,Illiterate,284.0,>60
Armenia,Male,Total,7638.0,>60
Armenia,Male,Literate,7487.0,>60
Armenia,Male,Illiterate,151.0,>60
Armenia,Male,Total,1774.0,>60
Armenia,Male,Literate,1697.0,>60
Armenia,Male,Illiterate,77.0,>60
Armenia,Male,Total,1070.0,>60
Armenia,Male,Literate,1004.0,>60
Armenia,Male,Illiterate,66.0,>60
Armenia,Male,Total,385.0,>60
Armenia,Male,Literate,341.0,>60
Armenia,Male,Total,86.0,>60
Armenia,Male,Literate,69.0,>60
Armenia,Male,Illiterate,17.0,>60
Armenia,Male,Total,19.0,>60
Armenia,Male,Literate,10.0,>60
Armenia,Male,Illiterate,9.0,>60
Armenia,Female,Total,63737.0,<15
Armenia,Female,Literate,63540.0,<15
Armenia,Female,Illiterate,197.0,<15
Armenia,Female,Total,490580.0,<15
Armenia,Female,Literate,483703.0,<15
Armenia,Female,Illiterate,6877.0,<15
Armenia,Female,Total,55240.0,15-59
Armenia,Female,Literate,55077.0,15-59
Armenia,Female,Illiterate,163.0,15-59
Armenia,Female,Total,43410.0,15-59
Armenia,Female,Literate,43334.0,15-59
Armenia,Female,Illiterate,76.0,15-59
Armenia,Female,Total,37321.0,15-59
Armenia,Female,Literate,37239.0,15-59
Armenia,Female,Illiterate,82.0,15-59
Armenia,Female,Total,37758.0,15-59
Armenia,Female,Literate,37653.0,15-59
Armenia,Female,Illiterate,105.0,15-59
Armenia,Female,Total,45801.0,15-59
Armenia,Female,Literate,45690.0,15-59
Armenia,Female,Illiterate,111.0,15-59
Armenia,Female,Total,45332.0,15-59
Armenia,Female,Literate,45213.0,15-59
Armenia,Female,Illiterate,119.0,15-59
Armenia,Female,Total,30452.0,15-59
Armenia,Female,Literate,30330.0,15-59
Armenia,Female,Illiterate,122.0,15-59
Armenia,Female,Total,20326.0,15-59
Armenia,Female,Literate,20182.0,15-59
Armenia,Female,Total,11750.0,15-59
Armenia,Female,Literate,11604.0,15-59
Armenia,Female,Illiterate,146.0,15-59
Armenia,Female,Total,27532.0,>60
Armenia,Female,Literate,27027.0,>60
Armenia,Female,Illiterate,505.0,>60
Armenia,Female,Total,25199.0,>60
Armenia,Female,Literate,24018.0,>60
Armenia,Female,Illiterate,1181.0,>60
Armenia,Female,Total,24338.0,>60
Armenia,Female,Literate,23195.0,>60
Armenia,Female,Illiterate,1143.0,>60
Armenia,Female,Total,13446.0,>60
Armenia,Female,Literate,12659.0,>60
Armenia,Female,Illiterate,787.0,>60
Armenia,Female,Total,4692.0,>60
Armenia,Female,Literate,4052.0,>60
Armenia,Female,Illiterate,640.0,>60
Armenia,Female,Total,2715.0,>60
Armenia,Female,Literate,1977.0,>60
Armenia,Female,Illiterate,738.0,>60
Armenia,Female,Total,1146.0,>60
Armenia,Female,Literate,699.0,>60
Armenia,Female,Illiterate,447.0,>60
Armenia,Female,Total,292.0,>60
Armenia,Female,Illiterate,125.0,>60
Armenia,Female,Total,93.0,>60
Armenia,Female,Literate,47.0,>60
Armenia,Female,Illiterate,46.0,>60
Aruba,Male,Total,4534.0,15-59
Aruba,Male,Literate,4491.0,15-59
Aruba,Male,Illiterate,29.0,15-59
Aruba,Male,Unknown,14.0,15-59
Aruba,Male,Total,11687.0,15-59
Aruba,Male,Literate,11424.0,15-59
Aruba,Male,Illiterate,195.0,15-59
Aruba,Male,Unknown,68.0,15-59
Aruba,Male,Total,17591.0,15-59
Aruba,Male,Literate,17010.0,15-59
Aruba,Male,Illiterate,497.0,15-59
Aruba,Male,Unknown,84.0,15-59
Aruba,Male,Total,4424.0,>60
Aruba,Male,Literate,3977.0,>60
Aruba,Male,Illiterate,426.0,>60
Aruba,Male,Unknown,21.0,>60
Aruba,Female,Total,4261.0,15-59
Aruba,Female,Literate,4226.0,15-59
Aruba,Female,Illiterate,25.0,15-59
Aruba,Female,Unknown,10.0,15-59
Aruba,Female,Total,12939.0,15-59
Aruba,Female,Literate,12774.0,15-59
Aruba,Female,Illiterate,117.0,15-59
Aruba,Female,Unknown,48.0,15-59
Aruba,Female,Total,20327.0,15-59
Aruba,Female,Literate,19737.0,15-59
Aruba,Female,Illiterate,522.0,15-59
Aruba,Female,Unknown,68.0,15-59
Aruba,Female,Total,6102.0,>60
Aruba,Female,Literate,5334.0,>60
Aruba,Female,Illiterate,741.0,>60
Aruba,Female,Unknown,27.0,>60
Aruba,Male,Total,664.0,<15
Aruba,Male,Literate,653.0,<15
Aruba,Male,Illiterate,7.0,<15
Aruba,Male,Unknown,4.0,<15
Aruba,Male,Total,33434.0,<15
Aruba,Male,Literate,32366.0,<15
Aruba,Male,Illiterate,808.0,<15
Aruba,Male,Unknown,260.0,<15
Aruba,Male,Total,3053.0,15-59
Aruba,Male,Literate,3014.0,15-59
Aruba,Male,Illiterate,28.0,15-59
Aruba,Male,Unknown,11.0,15-59
Aruba,Male,Total,2419.0,15-59
Aruba,Male,Literate,2380.0,15-59
Aruba,Male,Illiterate,33.0,15-59
Aruba,Male,Unknown,6.0,15-59
Aruba,Male,Total,3010.0,15-59
Aruba,Male,Literate,2954.0,15-59
Aruba,Male,Illiterate,49.0,15-59
Aruba,Male,Unknown,7.0,15-59
Aruba,Male,Total,3768.0,15-59
Aruba,Male,Literate,3703.0,15-59
Aruba,Male,Unknown,16.0,15-59
Aruba,Male,Total,4344.0,15-59
Aruba,Male,Literate,4263.0,15-59
Aruba,Male,Illiterate,73.0,15-59
Aruba,Male,Unknown,8.0,15-59
Aruba,Male,Total,3939.0,15-59
Aruba,Male,Literate,3838.0,15-59
Aruba,Male,Illiterate,87.0,15-59
Aruba,Male,Total,3251.0,15-59
Aruba,Male,Literate,3184.0,15-59
Aruba,Male,Illiterate,58.0,15-59
Aruba,Male,Unknown,9.0,15-59
Aruba,Male,Total,2532.0,15-59
Aruba,Male,Literate,2474.0,15-59
Aruba,Male,Illiterate,50.0,15-59
Aruba,Male,Total,1921.0,15-59
Aruba,Male,Literate,1870.0,15-59
Aruba,Male,Illiterate,47.0,15-59
Aruba,Male,Unknown,4.0,15-59
Aruba,Male,Total,1560.0,>60
Aruba,Male,Literate,1498.0,>60
Aruba,Male,Illiterate,56.0,>60
Aruba,Male,Unknown,6.0,>60
Aruba,Male,Total,1131.0,>60
Aruba,Male,Literate,1065.0,>60
Aruba,Male,Illiterate,62.0,>60
Aruba,Male,Unknown,4.0,>60
Aruba,Male,Total,738.0,>60
Aruba,Male,Literate,686.0,>60
Aruba,Male,Illiterate,48.0,>60
Aruba,Male,Total,466.0,>60
Aruba,Male,Literate,415.0,>60
Aruba,Male,Illiterate,50.0,>60
Aruba,Male,Unknown,1.0,>60
Aruba,Male,Total,279.0,>60
Aruba,Male,Literate,233.0,>60
Aruba,Male,Illiterate,44.0,>60
Aruba,Male,Unknown,2.0,>60
Aruba,Male,Total,119.7,>60
Aruba,Male,Literate,82.9499999999999,>60
Aruba,Male,Illiterate,35.7,>60
Aruba,Male,Unknown,1.05,>60
Aruba,Male,Total,44.1,>60
Aruba,Male,Literate,24.15,>60
Aruba,Male,Illiterate,19.95,>60
Aruba,Male,Unknown,0.0,>60
Aruba,Male,Total,11.55,>60
Aruba,Male,Literate,2.1,>60
Aruba,Male,Illiterate,9.45,>60
Aruba,Female,Total,639.0,<15
Aruba,Female,Literate,632.0,<15
Aruba,Female,Illiterate,4.0,<15
Aruba,Female,Unknown,3.0,<15
Aruba,Female,Total,37323.0,<15
Aruba,Female,Literate,35959.0,<15
Aruba,Female,Illiterate,1072.0,<15
Aruba,Female,Unknown,292.0,<15
Aruba,Female,Total,3063.0,15-59
Aruba,Female,Literate,3032.0,15-59
Aruba,Female,Illiterate,24.0,15-59
Aruba,Female,Unknown,7.0,15-59
Aruba,Female,Total,2587.0,15-59
Aruba,Female,Literate,2559.0,15-59
Aruba,Female,Illiterate,23.0,15-59
Aruba,Female,Unknown,5.0,15-59
Aruba,Female,Total,3324.0,15-59
Aruba,Female,Literate,3260.0,15-59
Aruba,Female,Illiterate,53.0,15-59
Aruba,Female,Unknown,11.0,15-59
Aruba,Female,Total,3990.0,15-59
Aruba,Female,Literate,3936.0,15-59
Aruba,Female,Illiterate,38.0,15-59
Aruba,Female,Unknown,16.0,15-59
Aruba,Female,Total,4726.0,15-59
Aruba,Female,Literate,4648.0,15-59
Aruba,Female,Illiterate,62.0,15-59
Aruba,Female,Total,4458.0,15-59
Aruba,Female,Literate,4345.0,15-59
Aruba,Female,Illiterate,91.0,15-59
Aruba,Female,Unknown,22.0,15-59
Aruba,Female,Total,3653.0,15-59
Aruba,Female,Literate,3532.0,15-59
Aruba,Female,Illiterate,106.0,15-59
Aruba,Female,Unknown,15.0,15-59
Aruba,Female,Total,2830.0,15-59
Aruba,Female,Literate,2758.0,15-59
Aruba,Female,Illiterate,60.0,15-59
Aruba,Female,Unknown,12.0,15-59
Aruba,Female,Total,2142.0,15-59
Aruba,Female,Literate,2073.0,15-59
Aruba,Female,Illiterate,63.0,15-59
Aruba,Female,Unknown,6.0,15-59
Aruba,Female,Total,1909.0,>60
Aruba,Female,Literate,1826.0,>60
Aruba,Female,Illiterate,72.0,>60
Aruba,Female,Unknown,11.0,>60
Aruba,Female,Total,1449.0,>60
Aruba,Female,Literate,1354.0,>60
Aruba,Female,Illiterate,89.0,>60
Aruba,Female,Unknown,6.0,>60
Aruba,Female,Total,945.0,>60
Aruba,Female,Literate,868.0,>60
Aruba,Female,Illiterate,73.0,>60
Aruba,Female,Unknown,4.0,>60
Aruba,Female,Total,579.0,>60
Aruba,Female,Literate,515.0,>60
Aruba,Female,Illiterate,59.0,>60
Aruba,Female,Unknown,5.0,>60
Aruba,Female,Total,451.0,>60
Aruba,Female,Literate,363.0,>60
Aruba,Female,Illiterate,87.0,>60
Aruba,Female,Unknown,1.0,>60
Aruba,Female,Total,250.95,>60
Aruba,Female,Literate,161.7,>60
Aruba,Female,Illiterate,86.0999999999999,>60
Aruba,Female,Unknown,3.15,>60
Aruba,Female,Total,112.35,>60
Aruba,Female,Literate,56.6999999999999,>60
Aruba,Female,Illiterate,55.6499999999999,>60
Aruba,Female,Unknown,0.0,>60
Aruba,Female,Total,36.75,>60
Aruba,Female,Literate,12.6,>60
Aruba,Female,Illiterate,23.1,>60
Aruba,Female,Unknown,1.05,>60
Azerbaijan,Male,Total,414365.0,<15
Azerbaijan,Male,Literate,413906.0,<15
Azerbaijan,Male,Illiterate,459.0,<15
Azerbaijan,Male,Total,4133571.0,<15
Azerbaijan,Male,Literate,4126930.0,<15
Azerbaijan,Male,Illiterate,6641.0,<15
Azerbaijan,Male,Total,344062.0,15-59
Azerbaijan,Male,Literate,343683.0,15-59
Azerbaijan,Male,Illiterate,379.0,15-59
Azerbaijan,Male,Total,366808.0,15-59
Azerbaijan,Male,Literate,366263.0,15-59
Azerbaijan,Male,Illiterate,545.0,15-59
Azerbaijan,Male,Total,449964.0,15-59
Azerbaijan,Male,Literate,449351.0,15-59
Azerbaijan,Male,Illiterate,613.0,15-59
Azerbaijan,Male,Total,449179.0,15-59
Azerbaijan,Male,Literate,448493.0,15-59
Azerbaijan,Male,Illiterate,686.0,15-59
Azerbaijan,Male,Total,392372.0,15-59
Azerbaijan,Male,Literate,391829.0,15-59
Azerbaijan,Male,Illiterate,543.0,15-59
Azerbaijan,Male,Total,321427.0,15-59
Azerbaijan,Male,Literate,320972.0,15-59
Azerbaijan,Male,Illiterate,455.0,15-59
Azerbaijan,Male,Total,293153.0,15-59
Azerbaijan,Male,Literate,292725.0,15-59
Azerbaijan,Male,Illiterate,428.0,15-59
Azerbaijan,Male,Total,296897.0,15-59
Azerbaijan,Male,Literate,296456.0,15-59
Azerbaijan,Male,Illiterate,441.0,15-59
Azerbaijan,Male,Total,296026.0,15-59
Azerbaijan,Male,Literate,295661.0,15-59
Azerbaijan,Male,Illiterate,365.0,15-59
Azerbaijan,Male,Total,219125.0,>60
Azerbaijan,Male,Literate,218807.0,>60
Azerbaijan,Male,Illiterate,318.0,>60
Azerbaijan,Male,Total,137277.0,>60
Azerbaijan,Male,Literate,137062.0,>60
Azerbaijan,Male,Illiterate,215.0,>60
Azerbaijan,Male,Total,63743.0,>60
Azerbaijan,Male,Literate,63546.0,>60
Azerbaijan,Male,Illiterate,197.0,>60
Azerbaijan,Male,Total,37901.0,>60
Azerbaijan,Male,Literate,37686.0,>60
Azerbaijan,Male,Total,34422.0,>60
Azerbaijan,Male,Literate,33999.0,>60
Azerbaijan,Male,Illiterate,423.0,>60
Azerbaijan,Male,Total,13039.0,>60
Azerbaijan,Male,Literate,12799.0,>60
Azerbaijan,Male,Illiterate,240.0,>60
Azerbaijan,Male,Total,3120.0,>60
Azerbaijan,Male,Literate,3021.0,>60
Azerbaijan,Male,Illiterate,99.0,>60
Azerbaijan,Male,Total,564.0,>60
Azerbaijan,Male,Literate,550.0,>60
Azerbaijan,Male,Illiterate,14.0,>60
Azerbaijan,Male,Total,127.0,>60
Azerbaijan,Male,Literate,121.0,>60
Azerbaijan,Male,Illiterate,6.0,>60
Azerbaijan,Female,Total,360556.0,<15
Azerbaijan,Female,Literate,360180.0,<15
Azerbaijan,Female,Illiterate,376.0,<15
Azerbaijan,Female,Total,4288322.0,<15
Azerbaijan,Female,Literate,4276937.0,<15
Azerbaijan,Female,Illiterate,11385.0,<15
Azerbaijan,Female,Total,306834.0,15-59
Azerbaijan,Female,Literate,306526.0,15-59
Azerbaijan,Female,Illiterate,308.0,15-59
Azerbaijan,Female,Total,368499.0,15-59
Azerbaijan,Female,Literate,368064.0,15-59
Azerbaijan,Female,Illiterate,435.0,15-59
Azerbaijan,Female,Total,477701.0,15-59
Azerbaijan,Female,Literate,477108.0,15-59
Azerbaijan,Female,Illiterate,593.0,15-59
Azerbaijan,Female,Total,465153.0,15-59
Azerbaijan,Female,Literate,464477.0,15-59
Azerbaijan,Female,Illiterate,676.0,15-59
Azerbaijan,Female,Total,392469.0,15-59
Azerbaijan,Female,Literate,391880.0,15-59
Azerbaijan,Female,Illiterate,589.0,15-59
Azerbaijan,Female,Total,321031.0,15-59
Azerbaijan,Female,Literate,320475.0,15-59
Azerbaijan,Female,Illiterate,556.0,15-59
Azerbaijan,Female,Total,306724.0,15-59
Azerbaijan,Female,Literate,306136.0,15-59
Azerbaijan,Female,Illiterate,588.0,15-59
Azerbaijan,Female,Total,328457.0,15-59
Azerbaijan,Female,Literate,327799.0,15-59
Azerbaijan,Female,Illiterate,658.0,15-59
Azerbaijan,Female,Total,329342.0,15-59
Azerbaijan,Female,Literate,328665.0,15-59
Azerbaijan,Female,Illiterate,677.0,15-59
Azerbaijan,Female,Total,255358.0,>60
Azerbaijan,Female,Literate,254653.0,>60
Azerbaijan,Female,Illiterate,705.0,>60
Azerbaijan,Female,Total,161816.0,>60
Azerbaijan,Female,Literate,161150.0,>60
Azerbaijan,Female,Illiterate,666.0,>60
Azerbaijan,Female,Total,81369.0,>60
Azerbaijan,Female,Literate,80642.0,>60
Azerbaijan,Female,Illiterate,727.0,>60
Azerbaijan,Female,Total,52692.0,>60
Azerbaijan,Female,Literate,51839.0,>60
Azerbaijan,Female,Illiterate,853.0,>60
Azerbaijan,Female,Total,52322.0,>60
Azerbaijan,Female,Literate,50733.0,>60
Azerbaijan,Female,Illiterate,1589.0,>60
Azerbaijan,Female,Total,20623.0,>60
Azerbaijan,Female,Literate,19722.0,>60
Azerbaijan,Female,Illiterate,901.0,>60
Azerbaijan,Female,Total,5592.0,>60
Azerbaijan,Female,Literate,5260.0,>60
Azerbaijan,Female,Illiterate,332.0,>60
Azerbaijan,Female,Total,1398.0,>60
Azerbaijan,Female,Literate,1288.0,>60
Azerbaijan,Female,Illiterate,110.0,>60
Azerbaijan,Female,Total,386.0,>60
Azerbaijan,Female,Literate,340.0,>60
Azerbaijan,Female,Illiterate,46.0,>60
Azerbaijan,Male,Total,221069.0,<15
Azerbaijan,Male,Literate,220881.0,<15
Azerbaijan,Male,Illiterate,188.0,<15
Azerbaijan,Male,Total,2251687.0,<15
Azerbaijan,Male,Literate,2249096.0,<15
Azerbaijan,Male,Illiterate,2591.0,<15
Azerbaijan,Male,Total,179395.0,15-59
Azerbaijan,Male,Literate,179273.0,15-59
Azerbaijan,Male,Illiterate,122.0,15-59
Azerbaijan,Male,Total,184385.0,15-59
Azerbaijan,Male,Literate,184188.0,15-59
Azerbaijan,Male,Illiterate,197.0,15-59
Azerbaijan,Male,Total,234959.0,15-59
Azerbaijan,Male,Literate,234741.0,15-59
Azerbaijan,Male,Illiterate,218.0,15-59
Azerbaijan,Male,Total,248665.0,15-59
Azerbaijan,Male,Literate,248433.0,15-59
Azerbaijan,Male,Illiterate,232.0,15-59
Azerbaijan,Male,Total,224340.0,15-59
Azerbaijan,Male,Literate,224134.0,15-59
Azerbaijan,Male,Illiterate,206.0,15-59
Azerbaijan,Male,Total,178994.0,15-59
Azerbaijan,Male,Literate,178816.0,15-59
Azerbaijan,Male,Illiterate,178.0,15-59
Azerbaijan,Male,Total,155609.0,15-59
Azerbaijan,Male,Literate,155452.0,15-59
Azerbaijan,Male,Illiterate,157.0,15-59
Azerbaijan,Male,Total,153267.0,15-59
Azerbaijan,Male,Literate,153089.0,15-59
Azerbaijan,Male,Total,165118.0,15-59
Azerbaijan,Male,Literate,164985.0,15-59
Azerbaijan,Male,Illiterate,133.0,15-59
Azerbaijan,Male,Total,127604.0,>60
Azerbaijan,Male,Literate,127456.0,>60
Azerbaijan,Male,Illiterate,148.0,>60
Azerbaijan,Male,Total,88124.0,>60
Azerbaijan,Male,Literate,88004.0,>60
Azerbaijan,Male,Illiterate,120.0,>60
Azerbaijan,Male,Total,41306.0,>60
Azerbaijan,Male,Literate,41200.0,>60
Azerbaijan,Male,Illiterate,106.0,>60
Azerbaijan,Male,Total,22733.0,>60
Azerbaijan,Male,Literate,22633.0,>60
Azerbaijan,Male,Illiterate,100.0,>60
Azerbaijan,Male,Total,18081.0,>60
Azerbaijan,Male,Literate,17900.0,>60
Azerbaijan,Male,Illiterate,181.0,>60
Azerbaijan,Male,Total,6199.0,>60
Azerbaijan,Male,Literate,6119.0,>60
Azerbaijan,Male,Illiterate,80.0,>60
Azerbaijan,Male,Total,1473.0,>60
Azerbaijan,Male,Literate,1435.0,>60
Azerbaijan,Male,Illiterate,38.0,>60
Azerbaijan,Male,Total,288.0,>60
Azerbaijan,Male,Literate,283.0,>60
Azerbaijan,Male,Illiterate,5.0,>60
Azerbaijan,Male,Total,78.0,>60
Azerbaijan,Male,Literate,74.0,>60
Azerbaijan,Male,Illiterate,4.0,>60
Azerbaijan,Female,Total,194155.0,<15
Azerbaijan,Female,Literate,193989.0,<15
Azerbaijan,Female,Illiterate,166.0,<15
Azerbaijan,Female,Total,2384669.0,<15
Azerbaijan,Female,Literate,2380327.0,<15
Azerbaijan,Female,Illiterate,4342.0,<15
Azerbaijan,Female,Total,160464.0,15-59
Azerbaijan,Female,Literate,160352.0,15-59
Azerbaijan,Female,Illiterate,112.0,15-59
Azerbaijan,Female,Total,190507.0,15-59
Azerbaijan,Female,Literate,190370.0,15-59
Azerbaijan,Female,Illiterate,137.0,15-59
Azerbaijan,Female,Total,261093.0,15-59
Azerbaijan,Female,Literate,260884.0,15-59
Azerbaijan,Female,Illiterate,209.0,15-59
Azerbaijan,Female,Total,265693.0,15-59
Azerbaijan,Female,Literate,265438.0,15-59
Azerbaijan,Female,Illiterate,255.0,15-59
Azerbaijan,Female,Total,227657.0,15-59
Azerbaijan,Female,Literate,227414.0,15-59
Azerbaijan,Female,Illiterate,243.0,15-59
Azerbaijan,Female,Total,181115.0,15-59
Azerbaijan,Female,Literate,180898.0,15-59
Azerbaijan,Female,Illiterate,217.0,15-59
Azerbaijan,Female,Total,168277.0,15-59
Azerbaijan,Female,Literate,168066.0,15-59
Azerbaijan,Female,Illiterate,211.0,15-59
Azerbaijan,Female,Total,178056.0,15-59
Azerbaijan,Female,Literate,177823.0,15-59
Azerbaijan,Female,Illiterate,233.0,15-59
Azerbaijan,Female,Total,185846.0,15-59
Azerbaijan,Female,Literate,185564.0,15-59
Azerbaijan,Female,Illiterate,282.0,15-59
Azerbaijan,Female,Total,150370.0,>60
Azerbaijan,Female,Literate,150062.0,>60
Azerbaijan,Female,Illiterate,308.0,>60
Azerbaijan,Female,Total,101551.0,>60
Azerbaijan,Female,Literate,101235.0,>60
Azerbaijan,Female,Illiterate,316.0,>60
Azerbaijan,Female,Total,50723.0,>60
Azerbaijan,Female,Literate,50375.0,>60
Azerbaijan,Female,Illiterate,348.0,>60
Azerbaijan,Female,Total,30086.0,>60
Azerbaijan,Female,Literate,29762.0,>60
Azerbaijan,Female,Illiterate,324.0,>60
Azerbaijan,Female,Total,26031.0,>60
Azerbaijan,Female,Literate,25465.0,>60
Azerbaijan,Female,Illiterate,566.0,>60
Azerbaijan,Female,Total,9635.0,>60
Azerbaijan,Female,Literate,9360.0,>60
Azerbaijan,Female,Illiterate,275.0,>60
Azerbaijan,Female,Total,2612.0,>60
Azerbaijan,Female,Literate,2516.0,>60
Azerbaijan,Female,Illiterate,96.0,>60
Azerbaijan,Female,Total,667.0,>60
Azerbaijan,Female,Literate,633.0,>60
Azerbaijan,Female,Illiterate,34.0,>60
Azerbaijan,Female,Total,131.0,>60
Azerbaijan,Female,Literate,121.0,>60
Azerbaijan,Female,Illiterate,10.0,>60
Azerbaijan,Male,Total,193296.0,<15
Azerbaijan,Male,Literate,193025.0,<15
Azerbaijan,Male,Illiterate,271.0,<15
Azerbaijan,Male,Total,1881884.0,<15
Azerbaijan,Male,Literate,1877834.0,<15
Azerbaijan,Male,Illiterate,4050.0,<15
Azerbaijan,Male,Total,164667.0,15-59
Azerbaijan,Male,Literate,164410.0,15-59
Azerbaijan,Male,Illiterate,257.0,15-59
Azerbaijan,Male,Total,182423.0,15-59
Azerbaijan,Male,Literate,182075.0,15-59
Azerbaijan,Male,Illiterate,348.0,15-59
Azerbaijan,Male,Total,215005.0,15-59
Azerbaijan,Male,Literate,214610.0,15-59
Azerbaijan,Male,Illiterate,395.0,15-59
Azerbaijan,Male,Total,200514.0,15-59
Azerbaijan,Male,Literate,200060.0,15-59
Azerbaijan,Male,Illiterate,454.0,15-59
Azerbaijan,Male,Total,168032.0,15-59
Azerbaijan,Male,Literate,167695.0,15-59
Azerbaijan,Male,Illiterate,337.0,15-59
Azerbaijan,Male,Total,142433.0,15-59
Azerbaijan,Male,Literate,142156.0,15-59
Azerbaijan,Male,Illiterate,277.0,15-59
Azerbaijan,Male,Total,137544.0,15-59
Azerbaijan,Male,Literate,137273.0,15-59
Azerbaijan,Male,Illiterate,271.0,15-59
Azerbaijan,Male,Total,143630.0,15-59
Azerbaijan,Male,Literate,143367.0,15-59
Azerbaijan,Male,Illiterate,263.0,15-59
Azerbaijan,Male,Total,130908.0,15-59
Azerbaijan,Male,Literate,130676.0,15-59
Azerbaijan,Male,Total,91521.0,>60
Azerbaijan,Male,Literate,91351.0,>60
Azerbaijan,Male,Illiterate,170.0,>60
Azerbaijan,Male,Total,49153.0,>60
Azerbaijan,Male,Literate,49058.0,>60
Azerbaijan,Male,Illiterate,95.0,>60
Azerbaijan,Male,Total,22437.0,>60
Azerbaijan,Male,Literate,22346.0,>60
Azerbaijan,Male,Illiterate,91.0,>60
Azerbaijan,Male,Total,15168.0,>60
Azerbaijan,Male,Literate,15053.0,>60
Azerbaijan,Male,Illiterate,115.0,>60
Azerbaijan,Male,Total,16341.0,>60
Azerbaijan,Male,Literate,16099.0,>60
Azerbaijan,Male,Illiterate,242.0,>60
Azerbaijan,Male,Total,6840.0,>60
Azerbaijan,Male,Literate,6680.0,>60
Azerbaijan,Male,Illiterate,160.0,>60
Azerbaijan,Male,Total,1647.0,>60
Azerbaijan,Male,Literate,1586.0,>60
Azerbaijan,Male,Illiterate,61.0,>60
Azerbaijan,Male,Total,276.0,>60
Azerbaijan,Male,Literate,267.0,>60
Azerbaijan,Male,Illiterate,9.0,>60
Azerbaijan,Male,Total,49.0,>60
Azerbaijan,Male,Literate,47.0,>60
Azerbaijan,Male,Illiterate,2.0,>60
Azerbaijan,Female,Total,166401.0,<15
Azerbaijan,Female,Literate,166191.0,<15
Azerbaijan,Female,Illiterate,210.0,<15
Azerbaijan,Female,Total,1903653.0,<15
Azerbaijan,Female,Literate,1896610.0,<15
